Date,Time,Location,Sub-location,Source,Notes
2021-01-23,1220h - 1305h,Changi Airport Terminal 1 (80 Airport Boulevard),Orchis Food Court,https://www.channelnewsasia.com/news/singapore/covid-19-community-locations-jurong-point-white-sands-14119438,Added/ Updated on 2021-02-08
2021-01-22,1300h - 1400h,Amoy Street Food Centre (7 Maxwell Road),,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-jan-30-visited-by-community-cases-14075496,Added/ Updated on 2021-01-31
2021-01-22,1900h - 2100h,Golden Village Yishun (51 Yishun Central 1),Hall 6,https://www.channelnewsasia.com/news/singapore/covid-19-community-locations-jurong-point-white-sands-14119438,Added/ Updated on 2021-02-08
2021-01-22,1735h - 1900h,Northpoint City (930 Yishun Avenue 2),,https://www.channelnewsasia.com/news/singapore/covid-19-community-locations-jurong-point-white-sands-14119438,Added/ Updated on 2021-02-08
2021-01-21,1915h - 2230h,Shrimp Prawn Seafood (53 Boat Quay),,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-jan-30-visited-by-community-cases-14075496,Added/ Updated on 2021-01-31
2021-01-21,0900h - 1100h,Marsiling Market (20 Marsiling Lane),,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-jan-30-visited-by-community-cases-14075496,Added/ Updated on 2021-01-31
2021-01-19,1150h - 1255h,Jurong Point (1 Jurong West Central 3),Prata Wala,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-jan-20-visited-by-community-cases-13993472,Added/ Updated on 2021-01-21
2021-01-18,1830h - 1930h,S111 Eating House (26A Kallang Place),,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-jan-20-visited-by-community-cases-13993472,Added/ Updated on 2021-01-21
2021-01-18,1300h - 1400h,Upper Boon Keng Market & Food Centre (17 Upper Boon Keng Road),,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-jan-20-visited-by-community-cases-13993472,Added/ Updated on 2021-01-21
2021-01-18,1210h - 1310h,Amoy Street Food Centre (7 Maxwell Road),,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-jan-30-visited-by-community-cases-14075496,Added/ Updated on 2021-01-31
2021-01-17,1635h - 2200h,The Working Capitol (1 Keong Saik Road),Puteca Abate,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-jan-20-visited-by-community-cases-13993472,Added/ Updated on 2021-01-21
2021-01-17,1120h - 1335h ,National Museum Of Singapore (93 Stamford Road),,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-jan-20-visited-by-community-cases-13993472,Added/ Updated on 2021-01-21
2021-01-17,0845h - 0930h,Hougang 105 Hainanese Village Centre (105 Hougang Avenue 1),,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-jan-30-visited-by-community-cases-14075496,Added/ Updated on 2021-01-31
2021-01-17,2135h - 2215h,Li Li Cheng Supermarket (273C Punggol Place),,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-jan-30-visited-by-community-cases-14075496,Added/ Updated on 2021-01-31
2021-01-17,1930h - 2025h,Esr Biz Park @ Chai Chee （750 Chai Chee Road),,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-jan-30-visited-by-community-cases-14075496,Added/ Updated on 2021-01-31
2021-01-17,1550h - 1655h,Sun Beauty House (3 New Bugis Street),,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-jan-20-visited-by-community-cases-13993472,Added/ Updated on 2021-01-21
2021-01-17,1410h - 1635h,Angel & Devil (22 Keong Saik Road),,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-jan-20-visited-by-community-cases-13993472,Added/ Updated on 2021-01-21
2021-01-17,1335h - 1515h,Marina Square (6 Raffles Boulevard),Zara,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-jan-30-visited-by-community-cases-14075496,Added/ Updated on 2021-01-31
2021-01-17,0940h - 1120h,Canopy (1382 Ang Mo Kio Avenue 1),,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-jan-20-visited-by-community-cases-13993472,Added/ Updated on 2021-01-21
2021-01-17,1845h - 1930h,Nex (23 Serangoon Central),Food Junction,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-jan-30-visited-by-community-cases-14075496,Added/ Updated on 2021-01-31
2021-01-17,1940h - 2025h,Gain City Megastore @ Sungei Kadut (71 Sungei Kadut Drive),Happy Cafe,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-jan-30-visited-by-community-cases-14075496,Added/ Updated on 2021-01-31
2021-01-16,2030h - 2230h,Good Cheer Pub (8 Maju Avenue),,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-jan-20-visited-by-community-cases-13993472,Added/ Updated on 2021-01-21
2021-01-16,0900h - 1130h,Jforte Sportainment Centre (50 Hougang Avenue 1),Anytime Fitness Kovan,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-jan-20-visited-by-community-cases-13993472,Added/ Updated on 2021-01-21
2021-01-16,2140h - 2220h ,Ananda Bhavan Vegetarian (95 Syed Alwi Road),,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-jan-20-visited-by-community-cases-13993472,Added/ Updated on 2021-01-21
2021-01-16,1840h - 1940h,Al Falah Barakah Restaurant (363 Joo Chiat Road),,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-jan-20-visited-by-community-cases-13993472,Added/ Updated on 2021-01-21
2021-01-16,1640h - 1840h,Church Of Singapore (145 Marine Parade Road),,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-jan-30-visited-by-community-cases-14075496,Added/ Updated on 2021-01-31
2021-01-16,1850h - 2115h,Riverside Point (30 Merchant Road),Brewerkz,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-jan-20-visited-by-community-cases-13993472,Added/ Updated on 2021-01-21
2021-01-16,1330h - 1610h,Sim Lim Square (1 Rochor Canal Road),Broadway Food Centre,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-jan-22-visited-by-community-cases-14021800,Added/ Updated on 2021-01-23
2021-01-15,1245h - 1345h,Golden Mile Complex (5001 Beach Road),,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-jan-22-visited-by-community-cases-14021800,Added/ Updated on 2021-01-23
2021-01-15,2015h - 2230h,Frienzie Bar & Bistro (10 Tebing Lane),,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-jan-20-visited-by-community-cases-13993472,Added/ Updated on 2021-01-21
2021-01-15,1900h - 2130h ,Dong Bei Cuisine (83 Geylang Road),,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-jan-20-visited-by-community-cases-13993472,Added/ Updated on 2021-01-21
2021-01-14,2015h - 2230h,Frienzie Bar & Bistro (10 Tebing Lane),,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-jan-20-visited-by-community-cases-13993472,Added/ Updated on 2021-01-21
2021-01-14,1900h - 1945h,S111 Eating House (26A Kallang Place),,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-jan-20-visited-by-community-cases-13993472,Added/ Updated on 2021-01-21
2021-01-13,1930h - 2130h,Tampines 1 (10 Tampines Central 1),A-One Claypot House,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-jan-15-visited-by-community-cases-13967814,Added/ Updated on 2021-02-08
2021-01-13,1505h - 1520h,Downtown East (1 Pasir Ris Close),Market Square @ Downtown East,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-jan-15-visited-by-community-cases-13967814,Added/ Updated on 2021-02-08
2021-01-13,1245h - 1345h,Eastpoint Mall (3 Simei Street 6),Smiling Happi Feet Reflexology,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-jan-15-visited-by-community-cases-13967814,Added/ Updated on 2021-02-08
2021-01-13,1355h - 1425h,Eastpoint Mall (3 Simei Street 6),Fairprice,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-jan-15-visited-by-community-cases-13967814,Added/ Updated on 2021-02-08
2021-01-12,1905h - 2210h,Marina One The Heart (5 Straits View),Wakanui Grill Dining Singapore,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-jan-22-visited-by-community-cases-14021800,Added/ Updated on 2021-01-23
2021-01-12,1305h - 1335h,Downtown East (1 Pasir Ris Close),Fairprice,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-jan-15-visited-by-community-cases-13967814,Added/ Updated on 2021-02-08
2021-01-12,1730h - 2200h,Heartbeat @ Bedok (11 Bedok North Street 1),Buddy Hoagies Steak & Grill Restaurant,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-jan-15-visited-by-community-cases-13967814,Added/ Updated on 2021-02-08
2021-01-12,2025h - 2130h,Bedok Mall (311 New Upper Changi Road),,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-jan-22-visited-by-community-cases-14021800,Added/ Updated on 2021-01-23
2021-01-12,1230h - 1300h,Downtown East (1 Pasir Ris Close),Market Square @ Downtown East,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-jan-15-visited-by-community-cases-13967814,Added/ Updated on 2021-02-08
2021-01-12,1905h - 1950h,Paya Lebar Square (60 Paya Lebar Road),Cantine,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-jan-22-visited-by-community-cases-14021800,Added/ Updated on 2021-01-23
2021-01-11,1140h - 1340h,Tampines 1 (10 Tampines Central 1),Isteaks,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-jan-15-visited-by-community-cases-13967814,Added/ Updated on 2021-02-08
2021-01-11,1425h - 1525h,Century Square (2 Tampines Central 5),Prime Food & Grocer Supermarket,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-jan-15-visited-by-community-cases-13967814,Added/ Updated on 2021-02-08
2021-01-11,1345h - 1420h,Tampines Mall (4 Tampines Central 5),Isetan,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-jan-15-visited-by-community-cases-13967814,Added/ Updated on 2021-02-08
2021-01-11,1800h - 2100h,White Sands (1 Pasir Ris Central Street 3),Penang Culture,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-jan-15-visited-by-community-cases-13967814,Added/ Updated on 2021-02-08
2021-01-10,2130h - 2210h,Westgate (3 Gateway Drive),Anjappar,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-jan-20-visited-by-community-cases-13993472,Added/ Updated on 2021-01-21
2021-01-10,1015h - 1115h ,Tradehub 21 (18 Boon Lay Way),Great Shepherd Assembly,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-jan-15-visited-by-community-cases-13967814,Added/ Updated on 2021-02-08
2021-01-10,2015h - 2045h,Pasir Ris Central Hawker Centre (110 Pasir Ris Central),,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-jan-15-visited-by-community-cases-13967814,Added/ Updated on 2021-02-08
2021-01-08,1640h - 1710h,Tampines Mall (4 Tampines Central 5),,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-jan-15-visited-by-community-cases-13967814,Added/ Updated on 2021-02-08
2021-01-08,1130h - 1200h,Vivocity (1 Harbourfront Walk),Tsuta Japanese Soba Noodles,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-jan-22-visited-by-community-cases-14021800,Added/ Updated on 2021-01-23
2021-01-08,1900h - 2245h,Shinnsato Japanese Cuisine (79 Kampong Bahru Road),,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-jan-22-visited-by-community-cases-14021800,Added/ Updated on 2021-01-23
2021-01-08,1715h - 1745h,Century Square (2 Tampines Central 5),,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-jan-15-visited-by-community-cases-13967814,Added/ Updated on 2021-02-08
2021-01-08,1110h - 1425h,Vivocity (1 Harbourfront Walk),,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-jan-22-visited-by-community-cases-14021800,Added/ Updated on 2021-01-23
2021-01-08,1430h - 1530h,Eastpoint Mall (3 Simei Street 6),Smiling Happi Feet Reflexology,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-jan-15-visited-by-community-cases-13967814,Added/ Updated on 2021-02-08
2021-01-08,1150h - 1250h,Singpost Centre (10 Eunos Road),Kaffe & Toast,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-jan-15-visited-by-community-cases-13967814,Added/ Updated on 2021-02-08
2021-01-08,1815h - 1945h,Old Lai Huat Seafood Restaurant (223 Rangoon Road),,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-jan-15-visited-by-community-cases-13967814,Added/ Updated on 2021-02-08
2021-01-07,1135h - 1235h,Singapore Swimming Club (45 Tanjong Rhu Road),The Palms,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-jan-15-visited-by-community-cases-13967814,Added/ Updated on 2021-02-08
2021-01-06,1950h - 2155h,Raffles City Shopping Centre (252 North Bridge Road),Shahi Maharani Noth Indian Restaurant,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-jan-20-visited-by-community-cases-13993472,Added/ Updated on 2021-01-21
2021-01-06,1235h - 1335h,E!Hub @ Downtown East (1 Pasir Ris Close),Yam'S Kitchen,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-jan-15-visited-by-community-cases-13967814,Added/ Updated on 2021-02-08
2021-01-05,1530h - 1700h,Raffles City Shopping Centre (252 North Bridge Road),Toast Box,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-jan-15-visited-by-community-cases-13967814,Added/ Updated on 2021-02-08
2021-01-05,1440h - 1530h,Citylink Mall (1 Raffles Link),,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-jan-15-visited-by-community-cases-13967814,Added/ Updated on 2021-02-08
2021-01-05,1830h - 1915h,Compass One (1 Sengkang Square),Boon Tong Kee,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-jan-15-visited-by-community-cases-13967814,Added/ Updated on 2021-02-08
2021-01-05,1320h - 1350h,Downtown East (1 Pasir Ris Close),Market Square @ Downtown East,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-jan-15-visited-by-community-cases-13967814,Added/ Updated on 2021-02-08
2021-01-04,1600h - 1800h,Eastpoint Mall (3 Simei Street 6),,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-jan-15-visited-by-community-cases-13967814,Added/ Updated on 2021-02-08
2021-01-04,1410h - 1500h,Fairprice Hub (1 Joo Koon Circle),Warehouse Club,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-jan-15-visited-by-community-cases-13967814,Added/ Updated on 2021-02-08
2021-01-03,1920h - 2045h,E!Hub @ Downtown East (1 Pasir Ris Close),Yam'S Kitchen,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-jan-15-visited-by-community-cases-13967814,Added/ Updated on 2021-02-08
2021-01-03,1345h - 1445h,White Sands (1 Pasir Ris Central Street 3),,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-jan-15-visited-by-community-cases-13967814,Added/ Updated on 2021-02-08
2021-01-02,1955h - 2055h,Compass One (1 Sengkang Square),,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-jan-15-visited-by-community-cases-13967814,Added/ Updated on 2021-02-08
2021-01-02,1510h - 1615h,Downtown East (1 Pasir Ris Close),Fairprice,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-jan-15-visited-by-community-cases-13967814,Added/ Updated on 2021-02-08
2021-01-02,1435h - 1510h,Downtown East (1 Pasir Ris Close),Market Square @ Downtown East,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-jan-15-visited-by-community-cases-13967814,Added/ Updated on 2021-02-08
2021-01-01,1915h - 2010h,Downtown East (1 Pasir Ris Close),Market Square @ Downtown East,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-jan-15-visited-by-community-cases-13967814,Added/ Updated on 2021-02-08
2021-01-01,2015h - 2110h,Downtown East (1 Pasir Ris Close),Fairprice,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-jan-15-visited-by-community-cases-13967814,Added/ Updated on 2021-02-08
2020-12-31,1900h - 2000h,Millenia Walk (9 Raffles Boulevard),Tomi Sushi Restaurant,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-visited-community-cases-jan-5-13897902,Added/Updated on 2021-01-11
2020-12-29,1200h - 1300h,Takashimaya Shopping Centre (391 Orchard Road),Grand Jete Cafe & Bar,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-visited-community-cases-jan-5-13897902,Added/Updated on 2021-01-11
2020-12-29,2055h - 2300h,The Dragon Chamber (2 Circular Road),,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-visited-community-cases-jan-5-13897902,Added/Updated on 2021-01-11
2020-12-29,0930h - 1020h,84 Marine Parade Central Market And Food Centre (84 Marine Parade Central),,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-visited-community-cases-jan-5-13897902,Added/Updated on 2021-01-11
2020-12-28,1815h - 1950h,Ngee Ann City (391A Orchard Road),Takashimaya Department Store,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-visited-community-cases-jan-5-13897902,Added/Updated on 2021-01-11
2020-12-28,1000h - 1030h,Ghim Moh Market And Food Centre (20 Ghim Moh Road),,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-visited-community-cases-jan-5-13897902,Added/Updated on 2021-01-11
2020-12-28,2015h - 2120h,Tamaya Dining (45 Cuppage Road),,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-visited-community-cases-jan-5-13897902,Added/Updated on 2021-01-11
2020-12-28,1540h - 1645h,Parkway Parade (80 Marine Parade Road),Kids Fashion Bazaar,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-visited-community-cases-jan-5-13897902,Added/Updated on 2021-01-11
2020-12-27,1630h - 1945h,Vivocity (1 Harbourfront Walk),Cedele Bakery Cafe,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-visited-community-cases-jan-5-13897902,Added/Updated on 2021-01-11
2020-12-27,1100h - 1245h,Warong Nasi Partaman (738 North Bridge Road),,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-visited-community-cases-jan-5-13897902,Added/Updated on 2021-01-11
